City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mar del plata,-38.0023,-57.5575,14.01,89,0,3.6,AR,1724007588
366,margate,51.3813,1.3862,20.94,56,8,3.34,GB,1724007626
367,souq larb'a al gharb,34.6866,-6.0027,29.31,40,0,4.45,MA,1724007627
368,kholmsk,47.0511,142.0569,16.87,95,100,2.32,RU,1724007628
369,chibougamau,49.9168,-74.3659,17.79,100,100,2.57,CA,1724007630
370,novyy buh,47.6931,32.5216,25.09,30,83,4.59,UA,1724007631
371,angaur state,6.906,134.13,28.81,70,40,0.47,PW,1724007632
372,praia da vitoria,38.7333,-27.0667,27.64,78,40,1.44,PT,1724007633
373,wusong,30.95,117.7833,26.54,87,100,0.98,CN,1724007634
374,queenstown,-31.8976,26.8753,10.41,56,0,1.51,ZA,1724007637
375,beau vallon,-20.4189,57.6953,22.13,78,40,6.69,MU,1724007638
376,kleinblittersdorf,49.1578,7.0373,20.71,80,40,1.54,DE,1724007639
377,bozeman,45.6796,-111.0386,29.56,35,0,2.06,US,1724007606
378,alotau,-10.3069,150.4462,23.88,96,44,1.48,PG,1724007642
379,uturoa,-16.7333,-151.4333,25.04,80,100,12.08,PF,1724007643
380,tamanrasset,22.785,5.5228,22.95,68,40,4.63,DZ,1724007644
381,ambikapur,23.1167,83.2,23.82,89,60,0.58,IN,1724007645
382,ola,59.5833,151.2833,10.02,82,98,0.93,RU,1724007646
383,thomaston,32.8882,-84.3266,33.38,53,40,4.12,US,1724007648
384,fortuna,40.5982,-124.1573,20.75,74,20,5.14,US,1724007649
385,porto santo stefano,42.4338,11.1237,20.77,83,57,6.69,IT,1724007650
386,forster,-32.1667,152.5167,11.27,97,91,2.79,AU,1724007651
387,bereznik,62.8551,42.7072,12.68,98,100,1.91,RU,1724007652
388,remire-montjoly,4.9167,-52.2667,32.02,66,75,5.14,GF,1724007654
389,belomorsk,64.5232,34.7668,12.32,93,2,1.29,RU,1724007655
390,sao felipe,-14.8167,-41.3833,31.04,25,5,5.46,BR,1724007629
391,lorengau,-2.0226,147.2712,27.68,81,100,4.39,PG,1724007657
392,glace bay,46.1969,-59.957,26.55,60,75,4.47,CA,1724007660
393,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,76,75,3.0,RU,1724007661
394,banjar,-8.19,114.9675,22.32,85,81,3.39,ID,1724007662
395,kourou,5.1552,-52.6478,29.76,63,24,3.6,GF,1724007663
396,guiuan,11.0333,125.7247,29.15,73,100,3.38,PH,1724007665
397,nova vicosa,-17.8919,-39.3719,25.7,62,0,4.36,BR,1724007666
398,bredy,52.4153,60.3411,14.35,77,100,1.95,RU,1724007667
399,kanggye,40.9695,126.5852,21.3,96,99,1.34,KP,1724007668
400,conception bay south,47.4999,-52.9981,27.53,56,14,5.72,CA,1724007664
401,magong,23.5654,119.5863,27.59,84,77,5.9,TW,1724007671
402,hauterive,46.0901,3.4459,15.85,77,66,2.55,FR,1724007672
403,keflavik,64.0049,-22.5624,10.24,66,75,6.69,IS,1724007673
404,buka,40.8108,69.1986,20.87,37,0,0.82,UZ,1724007674
405,marcos juarez,-32.6978,-62.1067,19.01,51,100,4.4,AR,1724007456
406,fuglafjordur,62.244,-6.814,9.87,83,6,8.41,FO,1724007677
407,kolonia,50.9333,6.95,21.36,75,100,2.47,DE,1724007604
408,mount isa,-20.7333,139.5,5.87,52,2,0.0,AU,1724007679
409,viedma,-40.8135,-62.9967,9.2,55,100,6.46,AR,1724007623
410,warrnambool,-38.3833,142.4833,7.5,91,0,3.79,AU,1724007682
411,jaltepec,19.7333,-98.6333,21.11,46,49,2.5,MX,1724007683
412,qamdo,31.1667,97.2333,3.12,55,1,0.78,CN,1724007686
413,irymple,-34.25,142.1667,9.23,75,1,3.04,AU,1724007687
414,bardai,11.65,7.2333,22.47,90,100,3.01,NG,1724007688
415,kodinsk,58.6881,99.1844,12.23,98,21,1.67,RU,1724007689
416,ta`u,-14.2336,-169.5144,25.89,85,32,11.25,AS,1724007691
417,necochea,-38.5473,-58.7368,9.07,94,100,5.39,AR,1724007602
418,mejit,10.2753,170.8646,28.35,76,67,5.47,MH,1724007694
419,okha,53.5739,142.9478,9.56,90,8,4.29,RU,1724007695
420,cachoeiro de itapemirim,-20.8489,-41.1128,28.97,37,0,3.43,BR,1724007650
421,ranot,7.7777,100.3213,27.1,81,96,2.14,TH,1724007697
422,ilhabela,-23.7781,-45.3581,24.3,59,5,1.25,BR,1724007699
423,las khorey,11.1595,48.1967,32.07,59,73,4.67,SO,1724007700
424,lebu,-37.6167,-73.65,8.95,63,9,5.93,CL,1724007658
425,kavaratti,10.5669,72.642,26.52,91,95,7.2,IN,1724007702
426,fort st. john,56.2499,-120.8529,17.94,63,75,1.54,CA,1724007606
427,ulsteinvik,62.3432,5.8487,14.31,78,84,7.15,NO,1724007705
428,itaituba,-4.2761,-55.9836,35.09,49,20,3.6,BR,1724007620
429,choyr,46.3611,108.3611,14.24,90,1,4.67,MN,1724007707
430,constitucion,-35.3333,-72.4167,10.99,57,100,3.59,CL,1724007612
431,launceston,-41.45,147.1667,4.8,87,100,2.57,AU,1724007709
432,sapiranga,-29.6381,-51.0069,30.46,56,0,1.23,BR,1724007000
433,katabu,-4.9333,122.5167,21.7,92,8,1.73,ID,1724007712
434,aligudarz,33.4006,49.6949,24.26,27,0,0.55,IR,1724007713
435,greymouth,-42.4667,171.2,7.68,76,98,8.75,NZ,1724007714
436,rodolfo sanchez taboada,31.7167,-116.5667,23.94,57,1,1.79,MX,1724007715
437,mo i rana,66.3128,14.1428,12.96,93,75,0.0,NO,1724007716
438,turbat,26.0023,63.044,28.63,74,100,1.19,PK,1724007718
439,kill devil hills,36.0307,-75.676,31.01,65,40,8.75,US,1724007719
440,manokwari,-0.8667,134.0833,25.72,78,100,1.2,ID,1724007720
441,sarupathar,26.1984,93.8094,24.04,98,100,1.2,IN,1724007721
442,guangyuan,32.442,105.823,23.02,85,0,1.05,CN,1724007722
443,lompoc,34.6391,-120.4579,26.44,74,0,3.58,US,1724007645
444,moussoro,13.6408,16.4901,29.07,67,59,7.86,TD,1724007725
445,butajira,8.1167,38.3667,15.14,91,80,1.59,ET,1724007726
446,tsiombe,-25.3,45.4833,19.49,70,0,4.68,MG,1724007727
447,port saint john's,-31.6229,29.5448,17.2,80,0,0.64,ZA,1724007728
448,thunder bay,48.4001,-89.3168,22.99,53,75,3.6,CA,1724007651
449,jiangyou,31.7667,104.7167,23.52,79,0,1.84,CN,1724007731
450,uliastay,47.7417,96.8444,16.52,33,15,3.46,MN,1724007732
451,lerwick,60.1545,-1.1494,11.71,84,12,9.57,GB,1724007733
452,tazacorte,28.629,-17.9293,24.54,78,20,6.69,ES,1724007734
453,imbituba,-28.24,-48.6703,20.01,81,0,4.36,BR,1724007736
454,guerrero negro,27.9769,-114.0611,25.43,55,0,5.92,MX,1724007737
455,aktobe,50.2797,57.2072,17.05,77,20,3.0,KZ,1724007738
456,amungan,15.3652,119.9582,27.82,77,100,1.38,PH,1724007740
457,peterhead,57.5058,-1.7981,13.42,69,45,4.83,GB,1724007742
458,grand rapids,42.9634,-85.6681,25.68,72,75,4.12,US,1724007699
459,tarrafal,15.2833,-23.7667,27.11,84,94,4.49,CV,1724007744
460,mount pearl,47.5166,-52.7813,27.19,53,75,8.75,CA,1724007745
461,mogadishu,2.0371,45.3438,24.7,85,100,8.63,SO,1724007506
462,porto franco,-6.3383,-47.3992,39.6,16,9,0.83,BR,1724007670
463,masvingo,-20.0637,30.8277,19.03,27,0,3.09,ZW,1724007749
464,brisas de zicatela,15.8369,-97.0419,31.29,79,75,3.6,MX,1724007750
465,vegreville,53.5001,-112.0518,20.03,74,56,1.03,CA,1724007751
466,grahamstown,-33.3042,26.5328,9.67,93,0,1.31,ZA,1724007752
467,kabinda,-6.1333,24.4833,23.53,30,0,0.65,CD,1724007753
468,rikaze,29.25,88.8833,13.17,42,1,1.58,CN,1724007755
469,nanzhang chengguanzhen,31.7839,111.8275,24.69,84,100,2.01,CN,1724007756
470,banda aceh,5.5577,95.3222,25.35,84,100,6.91,ID,1724007757
471,puerto santa,-8.9906,-78.6456,19.24,73,1,5.21,PE,1724007758
472,el calafate,-50.3408,-72.2768,3.97,70,11,2.45,AR,1724007759
473,costa rica,-23.4167,-54.65,36.5,13,0,4.28,BR,1724007761
474,mehrabpur,28.1085,68.0254,27.57,89,99,5.85,PK,1724007762
475,woodward,36.4337,-99.3904,43.31,24,33,4.6,US,1724007734
476,lake city,30.1897,-82.6393,34.27,48,0,3.6,US,1724007719
477,malango,-2.9627,119.9001,17.93,98,96,0.98,ID,1724007765
478,el quebrachal,-25.2833,-64.0667,28.19,33,0,2.71,AR,1724007767
479,quellon,-43.1167,-73.6167,7.9,63,3,5.11,CL,1724007768
480,trois-rivieres,46.3501,-72.5491,24.7,74,75,5.14,CA,1724007653
481,lycksele,64.5954,18.6735,14.93,77,75,4.12,SE,1724007770
482,virar,19.4667,72.8,27.87,84,85,1.52,IN,1724007771
483,bontoc,17.0899,120.978,21.08,94,100,0.63,PH,1724007773
484,malanje,-9.5402,16.341,24.0,16,0,1.5,AO,1724007774
485,east ballina,-28.8667,153.5833,13.04,90,34,4.63,AU,1724007775
486,kaka,37.3482,59.6143,26.2,26,0,1.87,TM,1724007776
487,police,53.5521,14.5718,19.26,81,100,0.89,PL,1724007777
488,tvoroyri,61.5556,-6.8111,10.73,84,7,10.84,FO,1724007779
489,jining,35.405,116.5814,23.83,97,92,2.14,CN,1724007780
490,raton,36.9034,-104.4391,31.34,23,0,5.66,US,1724007782
491,sarangani,5.4033,125.4636,28.5,74,44,2.47,PH,1724007783
492,byron bay,-28.65,153.6167,12.21,93,30,4.25,AU,1724007785
493,revda,56.801,59.9303,12.18,96,99,3.77,RU,1724007786
494,geneina,13.45,22.45,21.2,83,99,2.66,SD,1724007787
495,mora,11.0461,14.1401,20.85,97,100,3.4,CM,1724007788
496,khandyga,62.6667,135.6,8.41,74,82,1.51,RU,1724007791
497,tsetserleg,47.475,101.4542,10.79,65,0,1.12,MN,1724007792
498,alliance,40.9153,-81.1059,22.65,90,91,3.61,US,1724007505
499,cooper's town,26.8667,-77.5167,28.01,63,100,2.19,BS,1724007794
500,la'ie,21.6477,-157.9253,26.17,82,69,3.13,US,1724007795
501,gobabis,-22.45,18.9667,18.58,16,0,4.22,NA,1724007797
502,paya,18.25,-70.3,31.51,62,47,5.64,DO,1724007798
503,bodo,67.28,14.405,13.02,90,75,2.57,NO,1724007799
504,betioky,-23.7167,44.3833,21.18,48,0,4.94,MG,1724007800
505,tual,-5.6667,132.75,25.52,82,92,7.29,ID,1724007801
506,colonia,50.9333,6.95,21.36,75,100,2.47,DE,1724007604
507,urzhar,47.093,81.6294,19.57,74,100,0.34,KZ,1724007804
508,crane,31.3974,-102.3501,35.87,26,3,6.33,US,1724007805
509,puerto leguizamo,-0.1934,-74.7819,33.84,42,53,0.32,CO,1724007806
510,konstantinovka,49.6167,127.9833,13.61,66,100,2.63,RU,1724007807
511,yulinshi,38.2906,109.7494,19.68,71,0,1.75,CN,1724007809
512,robore,-18.3333,-59.75,37.31,22,10,4.91,BO,1724007810
513,novodvinsk,64.4165,40.8122,12.86,98,100,1.97,RU,1724007811
514,yazman,29.1212,71.7446,31.42,67,75,4.63,PK,1724007812
515,todos santos,23.45,-110.2167,29.13,75,84,3.5,MX,1724007813
516,lianhe,47.1333,129.2667,17.29,99,100,1.2,CN,1724007815
517,suva,-18.1416,178.4415,19.71,100,20,1.03,FJ,1724007629
518,kalmunai,7.4167,81.8167,28.02,80,100,2.19,LK,1724007817
519,erenhot,43.6475,111.9767,19.11,75,53,1.85,CN,1724007818
520,kristiansund,63.1115,7.732,13.36,67,75,5.14,NO,1724007819
521,kismayo,-0.3582,42.5454,24.76,81,96,7.91,SO,1724007821
522,luwuk,-0.9516,122.7875,21.92,91,37,1.73,ID,1724007822
523,igarka,67.4667,86.5833,12.2,93,24,2.82,RU,1724007823
524,trat,12.5,102.5,25.6,93,100,0.64,TH,1724007824
525,igrim,63.1906,64.4162,12.54,97,100,1.96,RU,1724007825
526,piacabucu,-10.4056,-36.4344,25.68,67,43,3.71,BR,1724007827
527,hanzhong,33.0728,107.0303,21.08,79,0,0.53,CN,1724007828
528,juegang,32.3174,121.1855,26.12,87,92,3.23,CN,1724007830
529,tionk essil,12.7856,-16.5217,25.03,90,100,3.02,SN,1724007831
530,liperi,62.5333,29.3667,12.26,94,0,0.51,FI,1724007833
531,tanjung selor,2.8372,117.3642,23.32,96,72,1.07,ID,1724007834
532,princeville,45.7668,-61.2985,25.84,66,0,4.63,CA,1724007835
533,seryshevo,51.0933,128.3786,11.78,70,60,3.23,RU,1724007836
534,prainha,-1.8,-53.48,35.98,27,30,0.94,BR,1724007837
535,puerto armuelles,8.2833,-82.8667,27.83,79,100,2.24,PA,1724007839
536,aketi,2.7388,23.7833,21.2,96,89,0.78,CD,1724007840
537,juneau,58.3019,-134.4197,18.0,68,20,3.09,US,1724007841
538,long beach,33.767,-118.1892,27.86,68,0,4.02,US,1724007800
539,murzuq,25.9155,13.9184,37.08,19,12,4.3,LY,1724007843
540,san mariano,7.5,126.0,22.52,95,100,0.75,PH,1724007845
541,pervomayskiy,53.2485,40.2871,20.67,69,11,1.96,RU,1724007846
542,coahuayana de hidalgo,18.7,-103.6583,33.61,52,91,2.83,MX,1724007847
543,permet,40.2336,20.3517,19.94,81,100,1.82,AL,1724007848
544,anisoc,1.8658,10.7689,22.4,96,100,0.83,GQ,1724007849
545,banganapalle,15.3167,78.2333,29.58,66,81,2.06,IN,1724007851
546,broken hill,-31.95,141.4333,9.93,70,56,4.08,AU,1724007756
547,nemuro,43.3236,145.575,16.47,93,60,1.73,JP,1724007853
548,zouerate,22.7187,-12.4521,39.31,25,96,6.86,MR,1724007854
549,taco pozo,-25.6167,-63.2833,29.39,33,0,2.21,AR,1724007857
550,lazaro cardenas,17.9583,-102.2,30.99,64,100,3.4,MX,1724007689
551,woolgoolga,-30.1106,153.2007,14.93,78,100,6.1,AU,1724007859
552,chui,-33.6971,-53.4616,14.16,95,100,6.25,UY,1724007860
553,portland,45.5234,-122.6762,24.02,66,0,1.79,US,1724007606
554,kitimat,54.0524,-128.6534,26.49,43,9,1.79,CA,1724007863
555,arvayheer,46.2639,102.775,11.86,70,0,0.45,MN,1724007864
556,almeirim,-1.5233,-52.5817,36.09,29,53,2.81,BR,1724007865
557,gamba,-2.65,10.0,22.66,86,100,2.92,GA,1724007866
558,norrtalje,59.758,18.705,17.79,65,100,3.73,SE,1724007867
559,puerto aysen,-45.4,-72.7,6.11,81,31,1.17,CL,1724007868
560,sittwe,20.15,92.9,26.64,85,100,2.92,MM,1724007870
561,bathurst,-33.4166,149.5806,8.87,91,100,1.17,AU,1724007871
562,dalhart,36.0595,-102.5133,36.01,23,0,8.23,US,1724007872
